HITId,tweet,sentiment,directness,annotator_sentiment,target,group,translated_tweet
2280,rt @user la fachosphere ete inventee par la conosphere gauchiste cours d'arguments. la survie qu'on peut.nla cgt appelle ne,fearful,direct,sadness,origin,other,rt @user the fachosphere was invented by the leftist conosphere course of arguments. the survival that we can.nthe cgt calls no
2281,: [la philosophie islamo gauchiste d'@user lui interdit tout signe judéo-chrétien.,disrespectful,direct,indifference,origin,other,: [the leftist Islamo philosophy of @user prohibits him from any Judeo-Christian sign.
2282,au nom d'allah c'est le même tweet sur les renoies ça fait scandale ! et sah évoluez sur twitter avec vos préjugés… @url,disrespectful,direct,sadness,origin,indian/hindu,in the name of Allah it's the same tweet on the renoies it's scandalous! and sah evolve on twitter with your prejudices… @url
2283,il est possible de faire des mathématiques avec des chiffres arabes tandis qu'il en est pas autant facile avec les… @url,normal,direct,shock,origin,individual,it is possible to do mathematics with Arabic numerals while it is not as easy with… @url
2284,absolument ! il faut l'arraisonner en mer par la marine nationale arrêter tous les occupants expulser les migrant… @url,hateful,direct,anger_confusion_shock_indifference,origin,immigrants,"absolutely ! it must be boarded at sea by the national navy, arrest all the occupants, expel the migrants… @url"
2285,@user À mon époque se vannait de sale français noir ou sale juif. c'était la chambrette entre nous. et… @url,abusive,direct,sadness,origin,other,@user In my time it was about dirty black French or dirty Jew. it was the room between us. and… @url
2286,@url ceux qui s’indignent de «l’invasion migratoire» sur le sol français ne voient aucun inconv… @url,abusive,direct,fear_disgust,origin,indian/hindu,@url those who are outraged by the “migratory invasion” on French soil see no inconv… @url
2287,les États unis sont vraiment un peuple d’attardés et c’est pas beyoncé qui va changer ça.,abusive,direct,sadness,origin,other,the United States is truly a people of retards and it’s not Beyoncé who is going to change that.
2288,kkkkkkkkkkkkkkkk que mlq mongol @url,abusive,direct,sadness,origin,special_needs,kkkkkkkkkkkkkkkk that mlq mongolian @url
2289,mdr cest les renois ça. toute les cérémonie avant le mariage se passe la maison @url,normal,direct,indifference,origin,african_descent,"lol, that’s the Renois. all the ceremonies before the wedding take place at home @url"
2290,retour vers le futur ou comment l'islamisation des banlieues fabrique des antisémites :,fearful,direct,shock,origin,individual,back to the future or how the Islamization of the suburbs creates anti-Semites:
2291,est ce que les turcs ils sont considérés comme des rebeus ?,abusive_offensive_disrespectful_hateful_normal,direct,sadness,origin,arabs,Are Turks considered Rebeus?
2292,tu es féministe? — bh j’defends les droits de la femme comme toute femme le fait mais y’a des trucs avec lesquels j… @url,disrespectful,direct,fear_indifference,origin,indian/hindu,are you a feminist? — well I defend women’s rights like any woman does but there are things with which I… @url
2293,ching chong'' ca veut dire bonjour en chinois nan ?? @url,abusive,direct,sadness,origin,other,ching chong'' that means hello in Chinese no?? @url
2294,@user est ce qu’on pourrait faire un peu de préventif? contrôle des naissances en afrique?,fearful,indirect,indifference,origin,african_descent,@user could we do a little preventative work? birth control in Africa?
2295,l'europe n'est pas un menu à la carte lance macron aux pays qui refusent d'accueillir des migrants @url,hateful,direct,confusion_fear_indifference_sadness_disgust,origin,indian/hindu,"Europe is not an à la carte menu, launches Macron to countries that refuse to welcome migrants @url"
2296,@user @user il vient juste de te prouver qu'on est au sommet et t'as confirme gros patapouf,normal,direct,shock,other,other,@user @user he just proved to you that we are at the top and you confirmed it big paw
2297,seul les provinciaux et les renois n’aiment ps jul bande de merde,abusive,direct,sadness,origin,other,only the provincials and the renois don't like a bunch of shit
2298,déf. du racisme d'un gauchiste qui veut absolument disculper les noirs et arabes du crime de racisme. le racisme an… @url,abusive_normal,direct,anger_indifference,other,other,def. racism from a leftist who absolutely wants to exonerate blacks and Arabs from the crime of racism. racism an… @url
2299,@user si tu considères que sale noire / sale juif ce n’est pas raciste non plus alors je ne peux rien faire pour toi,normal,indirect,shock,origin,african_descent,@user if you consider that dirty black / dirty Jew is not racist either then I can't do anything for you
2300,@user c'est donc ca le secret de la beaute et du bonheur eternel,hateful,direct,confusion_fear_indifference_sadness_disgust,origin,other,@user so this is the secret of beauty and eternal happiness
2301,donc du coup là goe était en couple mais revoyez le renois 1 en même temps genre elle faisait exprès de s’embrouil… @url,abusive_normal,direct,shock,origin,other,so here goe was in a relationship but rewatch renois 1 at the same time like she was getting confused on purpose… @url
2302,@user sale arabe arrête d'envahir nos pays violer nos filles et voler notre travaille !,hateful,indirect,shock,origin,arabs,"@user dirty Arab stop invading our countries, raping our daughters and stealing our work!"
2303,hé mais mère c'était le père de famille wsh. mes parents sont l'inverse des clichés renois mdrjebdnd c'est m… @url,fearful,direct,indifference,origin,other,hey but mother was the father of the family wsh. my parents are the opposite of the Renois clichés mdrjebdnd it’s m… @url
2304,nous savons tous que le terrorisme est politique et n rien avoir avec l islam,normal,direct,shock,other,muslims,we all know that terrorism is political and has nothing to do with Islam
2305,sur internet la #fachosphere se nourrit largement du #negationnisme #complotiste et #antisioniste de #faurisson @url,abusive,direct,sadness,origin,other,on the internet the #fachosphere largely feeds on the #conspiracy and #anti-Zionist #negationism of #faurisson @url
2306,la mère de la terroriste arabe ahed tamimi explique à ses compatriotes colons-terroristes comment assassiner du jui… @url,offensive,direct,fear_indifference,origin,indian/hindu,the mother of Arab terrorist Ahed Tamimi explains to her fellow settler-terrorists how to murder Jews… @url
2307,rt @user @user le deni de realite qui definit pratiquement la pensee gauchiste prend l'allure d'un delire psychiatrique,abusive,direct,sadness,origin,other,rt @user @user the denial of reality which practically defines leftist thought takes on the appearance of a psychiatric delirium
2308,italie : le gouvernement adopte une nouvelle loi pour « expulser plus vite les migrants » et « révoquer la citoyenn… @url,abusive,direct,indifference,origin,african_descent,Italy: the government adopts a new law to “expel migrants more quickly” and “revoke citizenship… @url
2309,@user @user encore un truc de mongol en plus la tv et dire qu'ont paient une tva pour sa quel ma… @url,offensive,indirect,indifference,disability,special_needs,@user @user another Mongolian thing on top of the TV and to say that we pay VAT for that what a… @url
2310,les attaques terroristes racistes antimusulmans; ne sont que rarement qualifiées de terrorisme. https:…,normal,direct,anger_sadness,origin,indian/hindu,racist anti-Muslim terrorist attacks; are rarely qualified as terrorism. https:…
2311,alors que vous appréciez de délicieux #aliments des milliers d'enfants et de #réfugiés souffrent de la #faim et de… @url,normal,direct,indifference,origin,other,while you enjoy delicious #food thousands of children and #refugees suffer from #hunger and… @url
2312,#macron ne connait pas l'histoire de france. il essaie de s'en servir avec une maladresse d'adolescent attardé. pau… @url,offensive,direct,sadness,other,individual,#macron does not know the history of France. he tries to use it with the clumsiness of a retarded teenager. pau… @url
2313,jsuis en larme mon tweet sur les rebeus ils tournent sur fb sur les groupes des turcs ça m’insulte en balle,abusive,direct,fear_sadness,origin,indian/hindu,I'm in tears my tweet about the rebeus they turn on fb on the turkish groups it insults me like hell
2314,naples c’est une putain d’équipe d’attardé,offensive,direct,shock_indifference,other,other,Naples is a fucking retarded team
2315,@user @user @user @user @user qu’est-ce que vous en fait de zemmour l’arabe il est rac… @url,offensive,indirect,sadness,origin,individual,@user @user @user @user @user what do you think about zemmour Arabic it is rac… @url
2316,khalid envois moi un message — mdr tu raconte quoi attardé c’ anonyme @url,disrespectful,direct,sadness,origin,other,khalid send me a message — lol what are you saying retard it’s anonymous @url
