HITId,tweet,sentiment,directness,annotator_sentiment,target,group,translated tweet
1470,@user @user @user مانرجع مع خنازير حتى انتو تشبهونهم ما ادري ليهه منقطع معكم زيهم دويله,abusive_hateful,direct,anger_disgust,other,other,"@user @user @user We don't go back with pigs, even you look like them. I don't know why I'm stuck with you like a country."
1471,@user @user @user @user يا ذليل يا كلب عزمي يا ذنب الفرس يا خنزير قردقان الترك يا خائن ع… @url,hateful,direct,anger_disgust,other,individual,"@user @user @user @user Oh servile, oh Azmi dog, oh horse’s tail, oh Turkish Qardan pig, oh traitor… @url"
1472,@user يا من تشرب بول البعير وبول بن سلحان لا تحاول ترمي ما ابتلاك الله فيه على غيرك,abusive_hateful,indirect,indifference,origin,other,"@user You who drink the urine of a camel and the urine of bin Salhan, do not try to throw what God has tested you with on someone else."
1473,@user @user خنازير يريدون لنا ولحكامنا التشرد والخذلان انتبهو لا تصدقون الناعقين حربونا ونحن شعب يدافع… @url,fearful,indirect,indifference,other,other,"@user @user They are pigs who want us and our rulers to be displaced and let down. Be careful, do not believe those who croak and fight us while we are a defending people... @url"
1474,باقي 40 يوم على سواقة الحريم يمكن يكون آخر رمضان تصومه ..,normal,indirect,sadness,gender,women,"There are 40 days left until you drive to the harem, and it could be the last Ramadan that you fast.."
1475,@user @user @user @user بعض الافارقة والعرب يحسبون كوننا مختلفين عنهم اهانة لهم وتكبر عليهم,abusive_disrespectful,indirect,indifference,origin,african_descent,@user @user @user @user Some Africans and Arabs think that our being different from them is an insult to them and arrogant towards them.
1476,@user @user مازال الشعب اليمني يزخر بالرجال الصادقين الذين لا ينكرون الموقف المشرف عندما نرى خنازير اوكلا… @url,abusive_normal,indirect,shock,origin,other,@user @user The Yemeni people are still full of honest men who do not deny the honorable position when we see Okla pigs... @url
1477,وده اتهام من خنازير للشيعه للنبى عليه الصلاة والسلام بأ… @url,offensive_hateful,indirect,anger_indifference,religion,other,"This is an accusation by Shiite pigs against the Prophet, peace and blessings be upon him, of... @url"
1478,@user لا يا كابتن رضا هما دول خنازير الخليج اتعودوا يعاملوا المصريين كده وهما شغالين عندهم هناك فهو وامثال… @url,offensive,indirect,shock,origin,other,"@user No, Captain Reda, they are the Gulf pig countries. They are used to treating the Egyptians like this, and they work for them there, so he and the like... @url"
1479,والله لو بس تتركون بول البعير راح تصحون على نفسكم @user,normal,indirect,indifference,origin,other,"I swear, if you just leave the camel’s urine, you will wake up to yourself @user"
1480,كنتِ يومًا مُتبرجَة ... فلا تنظُري نَظرة إستحقَار للمُتبرجَات !,normal,indirect,indifference,gender,women,You were once a beauty...so do not look contemptuous of the women who are adorned!
1481,ولا المراجل ماتجي بطعن الحريم !,normal,direct,confusion_disgust,gender,women,And the boilers don't come by stabbing the harem!
1482,@user @user هو ازاي سمير ب دقن وحسناء متبرجه,abusive_disrespectful,indirect,anger_sadness_shock_indifference_disgust,gender,individual,@user @user How is Samir with a beard and a beauty with a make-up?
1483,كل الخيانات والغدر يقف وراها خنازير قطر سوا حكام او اعلامينن دوله اصبحت عاله على المجتمع  #تصويت_فهد_ال_ثاني_علي_الحمدين,abusive_hateful,direct,shock,origin,other,"Behind all the betrayals and treachery are the pigs of Qatar, whether rulers or media figures. A country that has become a burden on society #Vote_Fahd_Al_Thani_Ali_AlHamdin"
1484,@user @user @user يا كلب يا خنزير  العراقيين تاج راسك يا مخنث,abusive_hateful,direct,anger_disgust,origin,individual,"@user @user @user You dog, you pig, the Iraqis are the crown of your head, you effeminate"
1485,@user @user لعنة الله عليكم يا أحذية المجوس... خونة من أصلكم وبياعين الكظية.... الكلاب اشرف منكم يا خنازير,hateful,indirect,shock,other,other,"@user @user May God’s curse be upon you, O shoes of the Magi... Traitors of your own origin and sellers of iron.... Dogs are more honorable than you, oh pigs."
1486,بول البعير وعلاج السرطان!,normal,indirect,indifference_disgust,other,other,Camel urine and cancer treatment!
1487,@user هل فقد بني يعرب كل التبن المحشي في رؤوسهم الصدئة؟ الظاهر انو الكبتاغون او بول البعير الذي يتعاطونه… @url,hateful,indirect,shock,origin,arabs,@user Did the Bani Ya'arab lose all the hay stuffed in their rusty heads? Apparently it is Captagon or the camel urine they are taking... @url
1488,هذا المقطع قديم منذ بداية الأحداث عندما قامت المظاهرات في سورية وهؤلاء هم النصيرية شاهد مدى حقدهم ضد أهل السنة في س… @url,normal,direct,indifference,religion,other,"This clip is old, from the beginning of the events when the demonstrations took place in Syria, and these are the Nusayris. See the extent of their hatred against the Sunnis in Syria... @url"
1489,لاتلعب بنار يامجوسي مع سني بتحرء أصابيعك خزها عبرة ياأبن لمتعة ليمازة لخميني لعنة الله سرهو في جنازتهي وكل من شهادة… @url,abusive_hateful,indirect,disgust,other,other,"Do not play with fire, O Magusi, with my age, sharpen your fingers, make an example of it, O son, for the pleasure of Khomeini’s Limaza, may God curse him, his secret at my funeral and all those who testify… @url"
1490,@user ليس بعبد ايران هذا كهنوتي صغير وكلهم كذابين افاكين خنازير,hateful,indirect,shock,religion,individual,"@user He is not a slave of Iran. This is a small priest, and they are all liars, bastards, and pigs"
1491,@user @user المشكلة وين الدوريات عنهم وعن التحرش اللي يصير !!,abusive_normal,indirect,shock,gender,other,@user @user The problem is where are the patrols about them and the harassment that happens!!
1492,يا كلب يا خنزير تراقب  مكوة امك  القحبه  وانت يا كلب فرحان,offensive,direct,disgust,gender,individual,"You dog, you pig, you are watching your ugly mother's iron, and you, dog, are happy"
1493,وبعض الحريم عن… @url,offensive,direct,indifference_disgust,other,women,And some harem about… @url
1494,ولو اتخطبت تبقا خاينه وقليله الاصل ...ولو فضلت مستنياه تبقا بايره ومش لاقيه حد يعبرها فيهملها واول ماتجيله فرصه يخط… @url,disrespectful_normal,indirect,indifference,gender,women,"If she proposes, she will be a traitor and of poor origin... and if she keeps waiting for him, she will be lost, and she will not find anyone to express her to, so he will ignore her, and the first time he gets a chance, he will propose... @url"
